"Compound","Compound ID","Accepted?","Adducts","Formula","Score","Fragmentation Score","Mass Error (ppm)","Isotope Similarity","Theoretical Isotope Distribution","Link","Description","Neutral mass (Da)","m/z","Charge","Retention time (min)","Max Fold Change" 
"5.59_143.0345m/z","CSID2297318",,"M-H","C6H8O4","37.8","0","-3.32416827395828","93.0187463838859","100 - 6.73 - 1.01","http://nonlinear.com/redirect/outbound?p=chemspider&param=2297318","(2Z)-2,3-Dimethyl-2-butenedioic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID2943",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=2943","Diethylpyrocarbonate",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID347725",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=347725","2-Hydroxy-2,3-dimethylsuccinic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID388378",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=388378","1,5-Anhydro-L-arabino-hex-1-enitol",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID388509",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=388509","(3R)-3-Hydroxy-2,2-dimethylsuccinic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID388693",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=388693","2-Ethyl-3-hydroxysuccinic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID388766",,"M-H","C6H8O4","37.8","0","-3.32416827395828","93.0187463838859","100 - 6.73 - 1.01","http://nonlinear.com/redirect/outbound?p=chemspider&param=388766","2-Methyl-3-methylenesuccinic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID388797",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=388797","2-Ethyl-2-hydroxysuccinic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID389082",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=389082","(3S)-2-Hydroxy-2,3-dimethylsuccinic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID389169",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=389169","3,6-Dideoxyhex-2-ulosonic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID389756",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=389756","(3R,4R,5S)-3,4-Dihydroxy-5-[(1R)-1-hydroxyethyl]dihydro-2(3H)-furanone",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID389859",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=389859","3,6-Anhydro-D-talose",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID389861",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=389861","3,6-Anhydro-D-mannose",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID393429",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=393429","(3S,4R,5S,6S)-3,4,5-Trihydroxy-6-methyltetrahydro-2H-pyran-2-one",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID4444114",,"M-H","C6H8O4","37.8","0","-3.32416827395828","93.0187463838859","100 - 6.73 - 1.01","http://nonlinear.com/redirect/outbound?p=chemspider&param=4444114","(3Z)-4,6,6-Trihydroxy-3,5-hexadien-2-one",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID4444152",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=4444152","2-Ethyl-2-hydroxysuccinic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID4444223",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=4444223","(2R,3S)-2,3-dimethylmalate",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID4573599",,"M-H","C6H8O4","37.8","0","-3.32416827395828","93.0187463838859","100 - 6.73 - 1.01","http://nonlinear.com/redirect/outbound?p=chemspider&param=4573599","3,5-Dioxohexanoic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID4573654",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=4573654","3,6-Dideoxy-D-threo-hex-2-ulosonic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID4573655",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=4573655","3,6-Dideoxy-L-threo-hex-2-ulosonic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID4573835",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=4573835","(3R,4S,5S)-3,4-Dihydroxy-5-[(1S)-1-hydroxyethyl]dihydro-2(3H)-furanone",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID553171",,"M-H","C6H8O4","37.8","0","-3.32416827395828","93.0187463838859","100 - 6.73 - 1.01","http://nonlinear.com/redirect/outbound?p=chemspider&param=553171","Dimethyl fumarate",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID61647",,"M+FA-H","C5H6O2","37.3","0","-4.96877477260089","92.3742587800675","100 - 5.55 - 0.536","http://nonlinear.com/redirect/outbound?p=chemspider&param=61647","2-Methylenebutyrolactone",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID6333",,"2M-H","C3H4O2","37.3","0","-3.32416827395828","90.5290393910764","100 - 3.37 - 0.45","http://nonlinear.com/redirect/outbound?p=chemspider&param=6333","Acrylic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID7083",,"M+FA-H","C5H6O2","37.3","0","-4.96877477260089","92.3742587800675","100 - 5.55 - 0.536","http://nonlinear.com/redirect/outbound?p=chemspider&param=7083","Furfuranol",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID8031205",,"M-H","C6H8O4","37.8","0","-3.32416827395828","93.0187463838859","100 - 6.73 - 1.01","http://nonlinear.com/redirect/outbound?p=chemspider&param=8031205","ascopyrone M",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID8096048",,"M-H","C6H8O4","37.8","0","-3.32416827395828","93.0187463838859","100 - 6.73 - 1.01","http://nonlinear.com/redirect/outbound?p=chemspider&param=8096048","(2S)-5-Hydroxy-2-(hydroxymethyl)-2,3-dihydro-4H-pyran-4-one",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID8305538",,"M-H","C6H8O4","37.8","0","-3.32416827395828","93.0187463838859","100 - 6.73 - 1.01","http://nonlinear.com/redirect/outbound?p=chemspider&param=8305538","microthecin",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID8436868",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=8436868","2-(hydroxymethyl)pentanedioic acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID857",,"2M-H","C3H4O2","37.3","0","-3.32416827395828","90.5290393910764","100 - 3.37 - 0.45","http://nonlinear.com/redirect/outbound?p=chemspider&param=857","Methylglyoxal",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID85862",,"M-H","C6H8O4","37.8","0","-3.32416827395828","93.0187463838859","100 - 6.73 - 1.01","http://nonlinear.com/redirect/outbound?p=chemspider&param=85862","2-methyleneglutaric acid",,"143.034496747316","1","5.5905","20.8879796282106"
"5.59_143.0345m/z","CSID8758486",,"M-H2O-H","C6H10O5","37.9","0","-3.01218248572485","92.9022703287216","100 - 6.79 - 1.22","http://nonlinear.com/redirect/outbound?p=chemspider&param=8758486","(2S,3R,4S,5R)-2,3,4,5-Tetrahydroxycyclohexanone",,"143.034496747316","1","5.5905","20.8879796282106"
"5.61_165.0189m/z","CSID18679",,"M-H2O-H","C8H8O5","38.7","0","-2.36091397691392","96.2828984301819","100 - 8.94 - 1.38","http://nonlinear.com/redirect/outbound?p=chemspider&param=18679","3,4-Dihydroxy-5-methoxybenzoic acid",,"165.018894384073","1","5.60811666666667","3001.33312838294"
"5.61_165.0189m/z","CSID348",,"M-H","C8H6O4","38.7","0","-2.65128538304358","96.4086362237862","100 - 8.87 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=348","(4-Hydroxyphenyl)(oxo)acetic acid",,"165.018894384073","1","5.60811666666667","3001.33312838294"
"5.61_165.0189m/z","CSID571139",,"M-H","C8H6O4","38.7","0","-2.65128538304358","96.4086362237862","100 - 8.87 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=571139","4-Formyl-2-hydroxybenzoic acid",,"165.018894384073","1","5.60811666666667","3001.33312838294"
"5.61_165.0189m/z","CSID62334",,"M-H","C8H6O4","38.7","0","-2.65128538304358","96.4086362237862","100 - 8.87 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=62334","3-formylsalicylic acid",,"165.018894384073","1","5.60811666666667","3001.33312838294"
"5.61_165.0189m/z","CSID7208",,"M-H","C8H6O4","38.7","0","-2.65128538304358","96.4086362237862","100 - 8.87 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=7208","p-Phthalic acid",,"165.018894384073","1","5.60811666666667","3001.33312838294"
"5.61_165.0189m/z","CSID77371",,"M-H2O-H","C8H8O5","38.7","0","-2.36091397691392","96.2828984301819","100 - 8.94 - 1.38","http://nonlinear.com/redirect/outbound?p=chemspider&param=77371","3,4-Dihydroxymandelic acid",,"165.018894384073","1","5.60811666666667","3001.33312838294"
"5.61_165.0189m/z","CSID992",,"M-H","C8H6O4","38.7","0","-2.65128538304358","96.4086362237862","100 - 8.87 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=992","Phthalic acid",,"165.018894384073","1","5.60811666666667","3001.33312838294"
"5.61_353.0285m/z","CSID2709",,"M+Cl","C16H15ClN2OS","33.9","0","-0.709735186469356","70.5375297584474","100 - 19 - 38.4 - 7.05 - 2.17 - 0.317","http://nonlinear.com/redirect/outbound?p=chemspider&param=2709","clotiazepam",,"353.028532562083","1","5.60811666666667","Infinity"
"5.61_353.0285m/z","CSID5700",,"M+Cl","C12H19IN2","38.6","0","-0.517947185197322","93.5861771787577","100 - 13.9 - 0.898","http://nonlinear.com/redirect/outbound?p=chemspider&param=5700","1,1-Dimethyl-4-phenylpiperazin-1-ium iodide",,"353.028532562083","1","5.60811666666667","Infinity"
"5.61_353.0285m/z","CSID7991",,"M+FA-H","C11H17O4PS2","36.9","0","-0.809360933756244","85.3962886091008","100 - 13.8 - 10.7 - 1.33 - 0.402","http://nonlinear.com/redirect/outbound?p=chemspider&param=7991","UNII:VB39B105PO",,"353.028532562083","1","5.60811666666667","Infinity"
"5.61_353.0285m/z","CSID97126",,"M-H2O-H","C18H12O9","38.1","0","-4.70992270786669","95.9195257086131","100 - 19.9 - 3.73 - 0.48","http://nonlinear.com/redirect/outbound?p=chemspider&param=97126","(2R,3aR,12aS)-2,3a,4,6,9-Pentahydroxy-2,3,3a,12a-tetrahydroanthra[2,3-b]furo[3,2-d]furan-5,10-dione",,"353.028532562083","1","5.60811666666667","Infinity"
"5.62_256.1553m/z","CSID391168",,"M+FA-H","C12H21NO2","38.2","0","-0.451301516187616","91.3876680016027","100 - 13.7 - 1.27","http://nonlinear.com/redirect/outbound?p=chemspider&param=391168","1-[(7S,8R,8aR)-7-Hydroxyoctahydro-8-indolizinyl]-1-butanone",,"256.155334574423","1","5.61693333333333","284.713155978481"
"5.63_617.3556m/z","CSID12036",,"2M-H","C19H23N3O","35","0","-8.65741361380703","84.5614134305135","100 - 21.9 - 2.5 - 0.197","http://nonlinear.com/redirect/outbound?p=chemspider&param=12036","benzydamine",,"617.355596098502","1","5.62575","Infinity"
"5.63_573.3657m/z","CSID208211",,"2M-H","C18H25NO2","35.2","0","-7.0572259354639","83.8842155284999","100 - 20.2 - 2.34 - 0.2","http://nonlinear.com/redirect/outbound?p=chemspider&param=208211","2-Aminoestra-1,3,5(10)-triene-3,17beta-diol",,"573.365746059202","1","5.63455","Infinity"
"5.63_573.3657m/z","CSID208212",,"2M-H","C18H25NO2","35.2","0","-7.0572259354639","83.8842155284999","100 - 20.2 - 2.34 - 0.2","http://nonlinear.com/redirect/outbound?p=chemspider&param=208212","4-Aminoestra-1,3,5(10)-triene-3,17beta-diol",,"573.365746059202","1","5.63455","Infinity"
"5.63_573.3657m/z","CSID2310096",,"2M-H","C18H25NO2","35.2","0","-7.0572259354639","83.8842155284999","100 - 20.2 - 2.34 - 0.2","http://nonlinear.com/redirect/outbound?p=chemspider&param=2310096","(1S,9R,13R)-10-(Cyclopropylmethyl)-13-methoxy-1-methyl-10-azatricyclo[7.3.1.0~2,7~]trideca-2,4,6-trien-4-ol",,"573.365746059202","1","5.63455","Infinity"
"5.63_573.3657m/z","CSID30791163",,"M-H2O-H","C38H48N4O2","36.8","0","9.85887675898291","94.8366319838465","100 - 43.2 - 9.51 - 1.42 - 0.163","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791163","(trans-2,4-Diphenyl-1,3-cyclobutanediyl)bis({5-[(2R)-2-piperidinyl]-3,4-dihydro-1(2H)-pyridinyl}methanone)",,"573.365746059202","1","5.63455","Infinity"
"5.63_573.3657m/z","CSID391005",,"2M-H","C18H25NO2","35.2","0","-7.0572259354639","83.8842155284999","100 - 20.2 - 2.34 - 0.2","http://nonlinear.com/redirect/outbound?p=chemspider&param=391005","2-[(2S,6S)-6-(2-Hydroxybutyl)-1-methyl-1,2,3,6-tetrahydro-2-pyridinyl]-1-phenylethanone",,"573.365746059202","1","5.63455","Infinity"
"5.63_573.3657m/z","CSID391017",,"M-H2O-H","C38H48N4O2","36.8","0","9.85887675898291","94.8366319838465","100 - 43.2 - 9.51 - 1.42 - 0.163","http://nonlinear.com/redirect/outbound?p=chemspider&param=391017","(2,4-Diphenyl-1,3-cyclobutanediyl)bis({5-[(2R)-2-piperidinyl]-3,4-dihydro-1(2H)-pyridinyl}methanone)",,"573.365746059202","1","5.63455","Infinity"
"5.63_573.3657m/z","CSID4445251",,"M+Cl","C37H50N2O","37.7","0","7.44951023488226","96.7736528866231","100 - 41.4 - 8.54 - 1.18 - 0.121","http://nonlinear.com/redirect/outbound?p=chemspider&param=4445251","2-{[(6E,10E,14E)-3,7,11,15,19-Pentamethyl-6,10,14,18-icosatetraen-1-yl]oxy}phenazine",,"573.365746059202","1","5.63455","Infinity"
"5.64_583.2799m/z","CSID388599",,"M-H","C29H44O12","37.4","0.0892","6.67921168129784","94.6403078584306","100 - 32.3 - 7.52 - 1.31 - 0.189","http://nonlinear.com/redirect/outbound?p=chemspider&param=388599","Ouabain",,"583.279890119602","1","5.64336666666667","Infinity"
"5.64_583.2799m/z","CSID4943657",,"M-H","C35H40N2O6","38.3","0","-2.51322430372556","94.4912337501256","100 - 39.3 - 8.74 - 1.41 - 0.183","http://nonlinear.com/redirect/outbound?p=chemspider&param=4943657","Linetastine",,"583.279890119602","1","5.64336666666667","Infinity"
"5.64_583.2799m/z","CSID7852607",,"2M-H","C15H20N2O4","35.3","0.0501","4.38237046771218","81.6249755845404","100 - 17.3 - 2.24 - 0.214","http://nonlinear.com/redirect/outbound?p=chemspider&param=7852607","Filaminast",,"583.279890119602","1","5.64336666666667","Infinity"
"5.65_156.1027m/z","CSID10482000",,"M-H","C8H15NO2","39","0","-1.63409241479449","96.9541868518588","100 - 9.27 - 0.793","http://nonlinear.com/redirect/outbound?p=chemspider&param=10482000","tranexamic acid",,"156.102741835291","1","5.65216666666667","304.598136845566"
"5.65_156.1027m/z","CSID30791047",,"M-H","C8H15NO2","39","0","-1.63409241479449","96.9541868518588","100 - 9.27 - 0.793","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791047","4-(Aminomethyl)cyclohexanecarboxylic acid",,"156.102741835291","1","5.65216666666667","304.598136845566"
"5.65_156.1027m/z","CSID3677219",,"M-H","C8H15NO2","39","0","-1.63409241479449","96.9541868518588","100 - 9.27 - 0.793","http://nonlinear.com/redirect/outbound?p=chemspider&param=3677219","homostachydrine",,"156.102741835291","1","5.65216666666667","304.598136845566"
"5.65_156.1027m/z","CSID391007",,"M-H","C8H15NO2","39","0","-1.63409241479449","96.9541868518588","100 - 9.27 - 0.793","http://nonlinear.com/redirect/outbound?p=chemspider&param=391007","(-)-Lentiginosine",,"156.102741835291","1","5.65216666666667","304.598136845566"
"5.65_156.1027m/z","CSID5325",,"M-H","C8H15NO2","39","0","-1.63409241479449","96.9541868518588","100 - 9.27 - 0.793","http://nonlinear.com/redirect/outbound?p=chemspider&param=5325","4-Aminomethyl-cyclohexanecarboxylic acid",,"156.102741835291","1","5.65216666666667","304.598136845566"
"5.68_229.1074m/z","CSID121878",,"M+FA-H","C10H16O3","38.6","0","-4.22589410618386","97.9895567015691","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=121878","5,5-Dimethyl-4-(3-oxobutyl)dihydro-2(3H)-furanone",,"229.10736484089","1","5.67706666666667","906.391157806197"
"5.68_229.1074m/z","CSID30790768",,"M-H","C12H14N4O","37.3","0","-9.20718295504807","96.8705051666267","100 - 14.6 - 1.2","http://nonlinear.com/redirect/outbound?p=chemspider&param=30790768","Tirasemtiv",,"229.10736484089","1","5.67706666666667","906.391157806197"
"5.68_229.1074m/z","CSID30790786",,"M+FA-H","C10H16O3","38.6","0","-4.22589410618386","97.9895567015691","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=30790786","[(1S)-2,2,3-Trimethyl-4-oxocyclopentyl]acetic acid",,"229.10736484089","1","5.67706666666667","906.391157806197"
"5.68_229.1074m/z","CSID30791329",,"M+FA-H","C10H16O3","38.6","0","-4.22589410618386","97.9895567015691","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791329","(4S)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxepanone",,"229.10736484089","1","5.67706666666667","906.391157806197"
"5.68_229.1074m/z","CSID30791330",,"M+FA-H","C10H16O3","38.6","0","-4.22589410618386","97.9895567015691","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791330","(4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxepanone",,"229.10736484089","1","5.67706666666667","906.391157806197"
"5.68_229.1074m/z","CSID389134",,"M+FA-H","C10H16O3","38.6","0","-4.22589410618386","97.9895567015691","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=389134","(6R)-6-Hydroxy-1,8,8-trimethyl-2-oxabicyclo[3.2.1]octan-3-one",,"229.10736484089","1","5.67706666666667","906.391157806197"
"5.68_229.1074m/z","CSID389390",,"M+FA-H","C10H16O3","38.6","0","-4.22589410618386","97.9895567015691","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=389390","1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one",,"229.10736484089","1","5.67706666666667","906.391157806197"
